"Order time","Pickup address","Ride price","Booking fee","Toll fee","Cancellation fee","Tip","Currency","Payment method","Payment time","Distance","State"
"19.01.2023 12:45","Block -2B, Nairobi","290.00","13.46","0.00","0.00","0.00","Ksh","Cash","19.01.2023 13:17","5.00","Finished"
"19.01.2023 12:19","Mkoma Road, Nairobi","370.00","17.79","0.00","0.00","0.00","Ksh","Cash","19.01.2023 12:36","8.00","Finished"
"19.01.2023 11:43","Jadala Place, Ngong Lane, Nairobi","450.00","21.27","0.00","0.00","0.00","Ksh","Cash","19.01.2023 12:15","9.00","Finished"
"19.01.2023 10:54","Riverside Drive 50, Nairobi","320.00","15.24","0.00","0.00","0.00","Ksh","Cash","19.01.2023 11:25","6.00","Finished"
"19.01.2023 10:28","James Gichuru Road 90, Nairobi 00100","240.00","10.97","0.00","0.00","0.00","Ksh","Cash","19.01.2023 10:40","3.00","Finished"
"19.01.2023 08:19","Kilifi Close, Nairobi","500.00","23.78","0.00","0.00","0.00","Ksh","Cash","19.01.2023 09:28","10.00","Finished"
"19.01.2023 07:41","Savannah Road, Nairobi","420.00","19.86","0.00","0.00","0.00","Ksh","Cash","19.01.2023 08:17","5.00","Finished"
"18.01.2023 21:13","Mwanzi Road Westgate Mall, Nairobi 00100","1040.00","46.71","0.00","0.00","0.00","Ksh","Cash","18.01.2023 22:03","27.00","Finished"
"18.01.2023 20:40","Madina Estate, Nairobi","500.00","23.77","0.00","0.00","0.00","Ksh","Cash","18.01.2023 21:09","10.00","Finished"
"18.01.2023 19:55","Muiri Lane 36, Nairobi","510.00","23.89","0.00","0.00","0.00","Ksh","Cash","18.01.2023 20:36","12.00","Finished"
"18.01.2023 18:52","The Hub Karen, Dagoretti Road Nairobi, Nairobi","490.00","23.44","0.00","0.00","0.00","Ksh","Cash","18.01.2023 19:18","10.00","Finished"
"18.01.2023 16:46","Mweni Road, Nairobi","1020.00","48.63","0.00","0.00","0.00","Ksh","Cash","18.01.2023 18:02","24.00","Finished"
"18.01.2023 15:33","Arboretum Park Lane, Nairobi","370.00","17.60","0.00","0.00","0.00","Ksh","Cash","18.01.2023 16:11","6.00","Finished"
